Timestamp	RequestId	Operation	Sandbox	Parameters	Valid	URL	Response
2018-01-08T03:05:31Z	282da757-2905-4ad3-aaca-e76ea12e302a	GetReviewableHITs	FALSE	&PageNumber=1&PageSize=100&SortProperty=Enumeration&SortDirection=Ascending	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=GetReviewableHITs&Timestamp=2018-01-08T03:05:31Z&Signature=cRSdfYYF6%2FA6Ar3HH3spYLE7ZLg%3D&PageNumber=1&PageSize=100&SortProperty=Enumeration&SortDirection=Ascending	<?xml version="1.0"?><GetReviewableHITsResponse><OperationRequest><RequestId>282da757-2905-4ad3-aaca-e76ea12e302a</RequestId></OperationRequest><GetReviewableHITsResult><Request><IsValid>True</IsValid></Request><NumResults>0</NumResults><TotalNumResults>0</TotalNumResults><PageNumber>1</PageNumber></GetReviewableHITsResult></GetReviewableHITsResponse>
2018-01-08T03:05:32Z	143f931b-c9c3-4c96-a409-6a10841eea76	GetAssignmentsForHIT	FALSE	&HITId=NA&PageNumber=1&PageSize=10&SortProperty=SubmitTime&SortDirection=Ascending	FALSE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=GetAssignmentsForHIT&Timestamp=2018-01-08T03:05:32Z&Signature=TMve%2FnLkgOi6Sbws6dcm27c36Vc%3D&HITId=NA&PageNumber=1&PageSize=10&SortProperty=SubmitTime&SortDirection=Ascending	<?xml version="1.0"?><GetAssignmentsForHITResponse><OperationRequest><RequestId>143f931b-c9c3-4c96-a409-6a10841eea76</RequestId></OperationRequest><GetAssignmentsForHITResult><Request><IsValid>False</IsValid><Errors><Error><Code>AWS.MechanicalTurk.HITDoesNotExist</Code><Message>Hit NA does not exist. (1515380732584)</Message><Data><Key>HITId</Key><Value>NA</Value></Data><Data><Key>HITId</Key><Value>NA</Value></Data></Error></Errors></Request></GetAssignmentsForHITResult></GetAssignmentsForHITResponse>
2018-01-08T03:05:32Z	586345df-4f92-4c86-ab12-5667ae77d800	ApproveAssignment	FALSE	&AssignmentId=NA	FALSE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=ApproveAssignment&Timestamp=2018-01-08T03:05:32Z&Signature=8%2FRuhYAHM1X%2FIYVj13fWQGOPYEc%3D&AssignmentId=NA	<?xml version="1.0"?><ApproveAssignmentResponse><OperationRequest><RequestId>586345df-4f92-4c86-ab12-5667ae77d800</RequestId></OperationRequest><ApproveAssignmentResult><Request><IsValid>False</IsValid><Errors><Error><Code>AWS.MechanicalTurk.AssignmentDoesNotExist</Code><Message>Assignment NA does not exist. (1515380732863)</Message><Data><Key>AssignmentId</Key><Value>NA</Value></Data></Error></Errors></Request></ApproveAssignmentResult></ApproveAssignmentResponse>
2018-01-08T03:05:32Z	4819e2b0-9a38-4dc2-9f3c-d893d07ed1e9	ApproveAssignment	FALSE	&AssignmentId=	FALSE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=ApproveAssignment&Timestamp=2018-01-08T03:05:32Z&Signature=8%2FRuhYAHM1X%2FIYVj13fWQGOPYEc%3D&AssignmentId=	<?xml version="1.0"?><ApproveAssignmentResponse><OperationRequest><RequestId>4819e2b0-9a38-4dc2-9f3c-d893d07ed1e9</RequestId></OperationRequest><ApproveAssignmentResult><Request><IsValid>False</IsValid><Errors><Error><Code>AWS.ViolatedMinimumParameterLength</Code><Message>Your request parameter AssignmentId  has a minimum length of 1. (1515380732985)</Message><Data><Key>MinimumLength</Key><Value>1</Value></Data><Data><Key>Parameter</Key><Value>AssignmentId</Value></Data><Data><Key>Value</Key><Value/></Data><Data><Key>MinimumLength</Key><Value>1</Value></Data><Data><Key>Parameter</Key><Value>AssignmentId</Value></Data><Data><Key>Value</Key><Value/></Data></Error></Errors></Request></ApproveAssignmentResult></ApproveAssignmentResponse>
2018-01-08T03:09:42Z	8cc060e9-eb81-4f5b-80ee-7875f9ecafda	SearchQualificationTypes	FALSE	&Query=Qualification%20for%20Worker%20A1TBLENE5TY7AB&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=SearchQualificationTypes&Timestamp=2018-01-08T03:09:42Z&Signature=Olqv4sHHF%2BvvWYXikkL8tOm9dfU%3D&Query=Qualification%20for%20Worker%20A1TBLENE5TY7AB&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	<?xml version="1.0"?><SearchQualificationTypesResponse><OperationRequest><RequestId>8cc060e9-eb81-4f5b-80ee-7875f9ecafda</RequestId></OperationRequest><SearchQualificationTypesResult><Request><IsValid>True</IsValid></Request><NumResults>1</NumResults><TotalNumResults>1</TotalNumResults><QualificationType><QualificationTypeId>37U3UQN45FBDIK4ZH9LIA2NL0JNLC5</QualificationTypeId><CreationTime>2017-01-23T23:18:17Z</CreationTime><Name>Qualification for Worker A1TBLENE5TY7AB</Name><Description>Temporary Qualification for A1TBLENE5TY7AB</Description><QualificationTypeStatus>Active</QualificationTypeStatus></QualificationType></SearchQualificationTypesResult></SearchQualificationTypesResponse>
2018-01-08T03:09:43Z	19990d65-440e-41c1-8dbc-6e30853f523b	AssignQualification	FALSE	&QualificationTypeId=37U3UQN45FBDIK4ZH9LIA2NL0JNLC5&WorkerId=A1TBLENE5TY7AB&IntegerValue=1&SendNotification=false	FALSE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=AssignQualification&Timestamp=2018-01-08T03:09:43Z&Signature=bTuFL2cmYHNttAgb0t0klYiUhuc%3D&QualificationTypeId=37U3UQN45FBDIK4ZH9LIA2NL0JNLC5&WorkerId=A1TBLENE5TY7AB&IntegerValue=1&SendNotification=false	<?xml version="1.0"?><AssignQualificationResponse><OperationRequest><RequestId>19990d65-440e-41c1-8dbc-6e30853f523b</RequestId></OperationRequest><AssignQualificationResult><Request><IsValid>False</IsValid><Errors><Error><Code>AWS.MechanicalTurk.QualificationAlreadyExists</Code><Message>The qualification already exists. (1515380983176)</Message></Error></Errors></Request></AssignQualificationResult></AssignQualificationResponse>
2018-01-08T03:09:43Z	10b67cc4-89f8-4caa-ac07-1f3e295c3309	GetQualificationScore	FALSE	&QualificationTypeId=37U3UQN45FBDIK4ZH9LIA2NL0JNLC5&SubjectId=A1TBLENE5TY7AB	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=GetQualificationScore&Timestamp=2018-01-08T03:09:43Z&Signature=W3UDsZem7r7TDWpC8mK95%2F7kOk0%3D&QualificationTypeId=37U3UQN45FBDIK4ZH9LIA2NL0JNLC5&SubjectId=A1TBLENE5TY7AB	<?xml version="1.0"?><GetQualificationScoreResponse><OperationRequest><RequestId>10b67cc4-89f8-4caa-ac07-1f3e295c3309</RequestId></OperationRequest><Qualification><Request><IsValid>True</IsValid></Request><QualificationTypeId>37U3UQN45FBDIK4ZH9LIA2NL0JNLC5</QualificationTypeId><IntegerValue>1</IntegerValue></Qualification></GetQualificationScoreResponse>
2018-01-08T03:09:43Z	2853e433-b73c-41c3-8e3b-508482e6bd43	SearchQualificationTypes	FALSE	&Query=Qualification%20to%20Prevent%20Retakes&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=SearchQualificationTypes&Timestamp=2018-01-08T03:09:43Z&Signature=rOBHTexDsHylpf0VjU4oluuCqmI%3D&Query=Qualification%20to%20Prevent%20Retakes&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	<?xml version="1.0"?><SearchQualificationTypesResponse><OperationRequest><RequestId>2853e433-b73c-41c3-8e3b-508482e6bd43</RequestId></OperationRequest><SearchQualificationTypesResult><Request><IsValid>True</IsValid></Request><NumResults>1</NumResults><TotalNumResults>1</TotalNumResults><QualificationType><QualificationTypeId>3WFLQ9R4JKUNNCADH5GTU853LJZLD5</QualificationTypeId><CreationTime>2017-01-23T23:24:53Z</CreationTime><Name>Qualification to Prevent Retakes</Name><Description>This qualification is for people who have worked for me on this task before.</Description><Keywords>Worked for me before</Keywords><QualificationTypeStatus>Active</QualificationTypeStatus></QualificationType></SearchQualificationTypesResult></SearchQualificationTypesResponse>
2018-01-08T03:09:43Z	765d4936-8c11-4e6d-a716-f9724038c6a8	SearchQualificationTypes	FALSE	&Query=Already%20completed%20HIT&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=SearchQualificationTypes&Timestamp=2018-01-08T03:09:43Z&Signature=rOBHTexDsHylpf0VjU4oluuCqmI%3D&Query=Already%20completed%20HIT&MustBeOwnedByCaller=true&MustBeRequestable=false&PageNumber=1&PageSize=10&SortProperty=Name&SortDirection=Ascending	<?xml version="1.0"?><SearchQualificationTypesResponse><OperationRequest><RequestId>765d4936-8c11-4e6d-a716-f9724038c6a8</RequestId></OperationRequest><SearchQualificationTypesResult><Request><IsValid>True</IsValid></Request><NumResults>1</NumResults><TotalNumResults>1</TotalNumResults><QualificationType><QualificationTypeId>3HRCVKUHL3W57Z1N8FD4LOWOUXCTRM</QualificationTypeId><CreationTime>2017-01-23T23:58:42Z</CreationTime><Name>Already completed HIT</Name><Description>Already completed identical HIT before.</Description><QualificationTypeStatus>Active</QualificationTypeStatus></QualificationType></SearchQualificationTypesResult></SearchQualificationTypesResponse>
2018-01-08T03:09:43Z	e5cc7b3f-4239-4fb8-b575-d9756aa592f4	RegisterHITType	FALSE	&Title=5%20minute%20survey%2C%20%24.50%20plus%20bonus&Description=Quick%20survey.%20Fun%20and%20easy.%20Payment%20is%20auto-approved%20in%205%20days.&Reward.1.Amount=.50&Reward.1.CurrencyCode=USD&AssignmentDurationInSeconds=3600&Keywords=survey%2C%20questionnaire&AutoApprovalDelayInSeconds=432000&QualificationRequirement.1.QualificationTypeId=00000000000000000071&QualificationRequirement.1.Comparator=EqualTo&QualificationRequirement.1.LocaleValue.1.Country=US&QualificationRequirement.1.RequiredToPreview=1&QualificationRequirement.2.QualificationTypeId=000000000000000000L0&QualificationRequirement.2.Comparator=GreaterThanOrEqualTo&QualificationRequirement.2.IntegerValue.1=95&QualificationRequirement.3.QualificationTypeId=00000000000000000040&QualificationRequirement.3.Comparator=GreaterThanOrEqualTo&QualificationRequirement.3.IntegerValue.1=50&QualificationRequirement.4.QualificationTypeId=3WFLQ9R4JKUNNCADH5GTU853LJZLD5&QualificationRequirement.4.Comparator=DoesNotExist	TRUE	https://mechanicalturk.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4CUZT5YSOM2CAHA&Operation=RegisterHITType&Timestamp=2018-01-08T03:09:43Z&Signature=m54f9YjP%2BG0DUJElf69SkkB%2BTvg%3D&Title=5%20minute%20survey%2C%20%24.50%20plus%20bonus&Description=Quick%20survey.%20Fun%20and%20easy.%20Payment%20is%20auto-approved%20in%205%20days.&Reward.1.Amount=.50&Reward.1.CurrencyCode=USD&AssignmentDurationInSeconds=3600&Keywords=survey%2C%20questionnaire&AutoApprovalDelayInSeconds=432000&QualificationRequirement.1.QualificationTypeId=00000000000000000071&QualificationRequirement.1.Comparator=EqualTo&QualificationRequirement.1.LocaleValue.1.Country=US&QualificationRequirement.1.RequiredToPreview=1&QualificationRequirement.2.QualificationTypeId=000000000000000000L0&QualificationRequirement.2.Comparator=GreaterThanOrEqualTo&QualificationRequirement.2.IntegerValue.1=95&QualificationRequirement.3.QualificationTypeId=00000000000000000040&QualificationRequirement.3.Comparator=GreaterThanOrEqualTo&QualificationRequirement.3.IntegerValue.1=50&QualificationRequirement.4.QualificationTypeId=3WFLQ9R4JKUNNCADH5GTU853LJZLD5&QualificationRequirement.4.Comparator=DoesNotExist	<?xml version="1.0"?><RegisterHITTypeResponse><OperationRequest><RequestId>e5cc7b3f-4239-4fb8-b575-d9756aa592f4</RequestId></OperationRequest><RegisterHITTypeResult><Request><IsValid>True</IsValid></Request><HITTypeId>3RW2QOCBNIDD0XQANMY05OSOFA8OOX</HITTypeId></RegisterHITTypeResult></RegisterHITTypeResponse>
